id,项目名称,发布时间,类别,来源,省份,市,区县,项目编号,采购人,代理机构,预算(万元),项目地址,项目周期,中标人,中标金额(元),中标日期
6850,合肥经开实验学校关于矿泉水/纯净水的网上超市采购项目,2023/10/17,学校,政府采购,安徽省,合肥市,,2611451000000266040,合肥经开实验学校,,,合肥经开实验学校,,安徽珑瑄商贸有限公司,6290,2023/10/17
6851,合肥市长江路第二小学关于桌子配件的网上超市采购项目,2023/10/17,学校,政府采购,安徽省,合肥市,瑶海区,2811451000000266410,合肥市长江路第二小学,,,亳州路182号,,安徽文海教育装备有限公司,9750,2023/10/17
6852,G236殷汇至查桥段一级公路改建工程项目管理办公室关于会议桌的网上超市采购项目,2023/10/17,政府,政府采购,安徽省,池州市,,2041451000000266425,G236殷汇至查桥段一级公路改建工程项目管理办公室,,,,,池州市名邦家具销售有限公司,19528,2023/10/17
6853,弋江区澛港街道社区卫生服务中心关于空调扇的网上超市采购项目,2023/10/17,医院,企业采购,安徽省,芜湖市,弋江区,2441451000000266916,弋江区澛港街道社区卫生服务中心,,,弋江区澛港街道社区卫生服务中心澛港新区东侧,,芜湖市明康商贸有限公司,3230,2023/10/17
6854,和县长江河道管理服务中心关于空调的网上超市采购项目,2023/10/17,项目管理,企业采购,安徽省,马鞍山市,和县,2461451000000266398,和县长江河道管理服务中心,,,安徽省马鞍山市和县历阳镇文昌中路306号,,和县和州家电销售有限公司,5398,2023/10/17
6855,合肥市和平小学第二小学关于铭牌的网上超市采购项目,2023/10/17,学校,政府采购,安徽省,合肥市,瑶海区,2751451000000265488,合肥市和平小学第二小学,,,合肥市瑶海区大兴镇,,合肥耀庆文化传媒有限公司,9580,2023/10/17
6856,中共岳西县委党校关于纺织包/兜/带的网上超市采购项目,2023/10/17,货物,企业采购,安徽省,安庆市,岳西县,2821451000000266424,中共岳西县委党校,,,中共岳西县委党校,,合肥顺心畅达商贸有限公司,6250,2023/10/17
6857,弋江区澛港街道社区卫生服务中心关于黑白激光多功能一体机的网上超市采购项目,2023/10/17,医院,企业采购,安徽省,芜湖市,弋江区,2441451000000266915,弋江区澛港街道社区卫生服务中心,,,弋江区澛港街道社区卫生服务中心澛港新区东侧,,芜湖市明康商贸有限公司,1498,2023/10/17
6858,涡阳县乐行幼儿园关于空调的网上超市采购项目,2023/10/17,学校,企业采购,安徽省,亳州市,涡阳县,2641451000000266318,涡阳县乐行幼儿园,,,涡阳县乐行幼儿园,,涡阳县金利商贸有限公司,30000,2023/10/17
6859,合肥海恒教育管理有限公司关于交换机的网上超市采购项目,2023/10/17,项目管理,企业采购,安徽省,合肥市,,2941451000000266351,合肥海恒教育管理有限公司,,,合肥海恒教育管理有限公司,,合肥臻讯商贸有限公司,18145,2023/10/17
6860,蚌埠市龙子湖区司法局关于台式整机的网上超市采购项目,2023/10/17,政府,政府采购,安徽省,蚌埠市,龙子湖区,2961451000000254944,蚌埠市龙子湖区司法局,,,蚌埠市龙子湖区司法局,,蚌埠市佳之杰电子科技有限公司,13000,2023/10/17
6861,南陵县何湾镇中心小学关于笔记本电脑的网上超市采购项目,2023/10/17,学校,政府采购,安徽省,芜湖市,南陵县,2091451000000266430,南陵县何湾镇中心小学,,,南陵县何湾镇中心小学,,南陵创新电脑数码城有限公司,4999,2023/10/17
6862,蚌埠市第一人民医院关于台式整机1件的竞价采购,2023/10/17,医院,政府采购,安徽省,蚌埠市,,62023101128960583,蚌埠市第一人民医院,,,蚌埠市第一人民医院,,蚌埠鑫润汇迈物资有限公司,7920,2023/10/17
6863,阜南县公安局交通管理大队关于组合/屏风工作位的网上超市采购项目,2023/10/17,政府,政府采购,安徽省,阜阳市,阜南县,2641451000000266385,阜南县公安局交通管理大队,,,安徽省阜南县公安局交管大队,,阜阳市颍州区胜威办公家具店,26670,2023/10/17
6864,合肥市第四十五中学橡树湾校区关于CD册的网上超市采购项目,2023/10/17,学校,企业采购,安徽省,合肥市,,2011451000000266208,合肥市第四十五中学橡树湾校区,,,合肥市凤台路1768号,,合肥市纪泽办公用品有限公司,9855,2023/10/17
6865,亳州市第十二幼儿园关于轻便夹的网上超市采购项目,2023/10/17,学校,企业采购,安徽省,亳州市,,2201451000000266412,亳州市第十二幼儿园,,,亳州市第十二幼儿园,,亳州市峰顺商贸有限公司,1600,2023/10/17
6866,合肥市曙光小学关于足球球门的网上超市采购项目,2023/10/17,学校,政府采购,安徽省,合肥市,,2641451000000266525,合肥市曙光小学,,,合肥市曙光小学,,安徽然也环保科技有限公司,5700,2023/10/17
6867,长丰县水湖镇人民政府关于烟机/灶具的网上超市采购项目,2023/10/17,政府,政府采购,安徽省,合肥市,长丰县,2321451000000266713,长丰县水湖镇人民政府,,,长丰县水湖镇长丰路127号,,合肥至诚云贸易有限公司,4950,2023/10/17
6868,铜陵市义安公证处关于激光打印机的网上超市采购项目,2023/10/17,货物,企业采购,安徽省,铜陵市,义安区,2801451000000266832,铜陵市义安公证处,,,铜陵市义安公证处,,铜陵久优科技有限公司,1150,2023/10/17
6869,蜀山区南七街道社区卫生服务中心关于吧台的网上超市采购项目,2023/10/17,医院,企业采购,安徽省,合肥市,蜀山区,2051451000000265666,蜀山区南七街道社区卫生服务中心,,,合肥市蜀山区洪岗路丁香家园1期2号楼,,安徽威乐航商贸有限公司,4911,2023/10/17
6870,濉溪县陈集中心学校关于触控一体机的网上超市采购项目,2023/10/17,学校,政府采购,安徽省,淮北市,濉溪县,2681451000000266501,濉溪县陈集中心学校,,,濉溪县陈集中心学校,,淮北市徽风皖韵旅行社有限公司,29800,2023/10/17
6871,合肥市残疾人联合会关于抽纸的网上超市采购项目,2023/10/17,货物,企业采购,安徽省,合肥市,,2341451000000265065,合肥市残疾人联合会,,,合肥市残疾人联合会,,安徽文颉商贸有限公司,1460,2023/10/17
6872,铜陵市义安区土地房屋征收工作中心关于台式整机的网上超市采购项目,2023/10/17,土地,企业采购,安徽省,铜陵市,义安区,2841451000000266798,铜陵市义安区土地房屋征收工作中心,,,铜陵市义安区土地房屋征收工作中心,,铜陵佳印科技有限公司,5500,2023/10/17
6873,中国银行保险监督管理委员会安徽监管局关于文件柜的网上超市采购项目,2023/10/17,政府,政府采购,安徽省,阜阳市,阜南县,2771451000000266523,中国银行保险监督管理委员会安徽监管局,,,中国银行保险监督管理委员会安徽监管局,,安徽诺豪电子科技有限公司,1550,2023/10/17
6874,政协芜湖市弋江区委员会办公室关于微波炉的网上超市采购项目,2023/10/17,政府,政府采购,安徽省,芜湖市,弋江区,2161451000000266283,政协芜湖市弋江区委员会办公室,,,政协芜湖市弋江区委员会办公室,,安徽滨海新材料科技有限责任公司,13100,2023/10/17
6875,安徽农业大学关于服务器/Server的网上超市采购项目,2023/10/17,学校,政府采购,安徽省,合肥市,包河区,2621451000000258914,安徽农业大学,,,安徽农业大学,,合肥金艺来电子科技有限公司,48000,2023/10/17
6876,和县长江河道管理服务中心关于台式整机的网上超市采购项目,2023/10/17,项目管理,企业采购,安徽省,马鞍山市,和县,2481451000000266438,和县长江河道管理服务中心,,,安徽省马鞍山市和县历阳镇文昌中路306号,,马鞍山鼎元信息技术有限公司,4500,2023/10/17
6877,合肥市五十中学东校关于台布/餐布的网上超市采购项目,2023/10/17,学校,企业采购,安徽省,合肥市,,2701451000000266057,合肥市五十中学,,,合肥市五十中学,,合肥清溪大润发商业有限公司,14900,2023/10/17
6878,合肥市和平小学关于空调的网上超市采购项目,2023/10/17,学校,政府采购,安徽省,合肥市,,2171451000000263635,合肥市和平小学,,,合肥市和平路237号,,合肥祥米生物科技有限公司,3140,2023/10/17
6879,安徽省临泉第一中学关于有线鼠标100件的竞价采购,2023/10/17,学校,企业采购,安徽省,阜阳市,临泉县,62023101155736306,安徽省临泉第一中学,,,安徽省临泉第一中学,,合肥瑶海区勇诺文体用品经营部,6460,2023/10/17
6880,太和县皮条孙镇中心学校关于复印机的网上超市采购项目,2023/10/17,学校,政府采购,安徽省,阜阳市,太和县,2991451000000266754,太和县皮条孙镇中心学校,,,太和县皮条孙镇中心学校,,安徽汇婷商贸有限公司,8000,2023/10/17
6881,合肥有线电视宽带网络有限公司关于台式整机1件的竞价采购,2023/10/17,货物,企业采购,安徽省,合肥市,,62023101108330922,合肥有线电视宽带网络有限公司,,,合肥有线电视宽带网络有限公司,,合肥市蜀山区蓝数码电子经营部,2604,2023/10/17
6882,蚌埠市淮上区教育体育局关于激光打印机的网上超市采购项目,2023/10/17,政府,政府采购,安徽省,蚌埠市,淮上区,2381451000000266532,蚌埠市淮上区教育体育局,,,蚌埠市淮上区教育体育局,,蚌埠市蚌山区新诚商贸经营部,1498,2023/10/17
6883,中国共产党无为市委员会宣传部关于打印/复印纸的网上超市采购项目,2023/10/17,政府,政府采购,安徽省,芜湖市,,2141451000000266282,中国共产党无为市委员会宣传部,,,中国共产党无为市委员会宣传部,,无为佳一商贸有限公司,4140,2023/10/17
6884,蚌埠市第一人民医院关于激光打印机1件的竞价采购,2023/10/17,医院,政府采购,安徽省,蚌埠市,,62023101149793514,蚌埠市第一人民医院,,,蚌埠市第一人民医院,,蚌埠鑫润汇迈物资有限公司,4094,2023/10/17
6885,安徽电气工程学校关于游乐场/体育场馆设施的网上超市采购项目,2023/10/17,学校,政府采购,安徽省,合肥市,蜀山区,2811451000000266527,安徽电气工程学校,,,安徽电气工程学校,,安徽云之翼供应链管理服务有限公司,2267.6,2023/10/17
6886,蚌埠市第一人民医院关于标签机/条码打印机1件的竞价采购,2023/10/17,医院,政府采购,安徽省,蚌埠市,,62023101120546530,蚌埠市第一人民医院,,,蚌埠市第一人民医院,,蚌埠鑫润汇迈物资有限公司,2700,2023/10/17
6887,合肥市公安局瑶海分局关于砧板/菜板的网上超市采购项目,2023/10/17,政府,政府采购,安徽省,合肥市,瑶海区,2001451000000266820,合肥市公安局瑶海分局,,,合肥市公安局瑶海分局,,安徽万事达电子商务有限公司,4881.1,2023/10/17
6888,合肥市梅山饭店有限公司关于矿泉水/纯净水的网上超市采购项目,2023/10/17,货物,企业采购,安徽省,合肥市,,2051451000000266387,合肥市梅山饭店有限公司,,,合肥市梅山饭店有限公司,,安徽集士贸易有限公司,1000,2023/10/17
6889,临泉县杨桥镇中心学校关于4台空调的竞价采购,2023/10/17,学校,政府采购,安徽省,阜阳市,临泉县,62023101059231789,临泉县杨桥镇中心学校,,,临泉县杨桥镇中心学校,,安徽深刻商贸有限公司,20520,2023/10/17
6890,阜南县公安局交通管理大队关于前台椅/吧椅的网上超市采购项目,2023/10/17,政府,政府采购,安徽省,阜阳市,阜南县,2641451000000266417,阜南县公安局交通管理大队,,,安徽省阜南县公安局交管大队,,阜阳市颍州区胜威办公家具店,3040,2023/10/17
6891,合肥有线电视宽带网络有限公司关于米类3000件的竞价采购,2023/10/17,货物,企业采购,安徽省,合肥市,,62023101127535135,合肥有线电视宽带网络有限公司,,,合肥有线电视宽带网络有限公司,,合肥市蜀山区蓝数码电子经营部,79200,2023/10/17
6892,巢湖市城北小学关于宣传单/海报/说明书的网上超市采购项目,2023/10/17,学校,政府采购,安徽省,合肥市,巢湖市,2171451000000266368,巢湖市城北小学,,,巢湖市向阳路229号,,合肥市聚平商贸有限公司,2680,2023/10/17
6893,亳州市谯城区牛集中心中学关于杯子的网上超市采购项目,2023/10/17,学校,企业采购,安徽省,亳州市,谯城区,2071451000000266507,亳州市谯城区牛集中心中学,,,亳州市谯城区牛集中心中学,,亳州市小兰商贸有限公司,1785,2023/10/17
